Date,Close
2018/1/1,101.0434283
2018/1/2,100.814536
2018/1/3,102.1708717
2018/1/4,105.3341429
2018/1/5,104.8935231
2018/1/6,104.4547808
2018/1/7,107.8061348
2018/1/8,109.5147213
2018/1/9,108.5411915
2018/1/10,109.7732644
2018/1/11,108.8107336
2018/1/12,107.851611
2018/1/13,108.4274572
2018/1/14,104.3326287
2018/1/15,100.7854908
2018/1/16,99.70247505
2018/1/17,97.73269089
2018/1/18,98.39580199
2018/1/19,96.65808475
2018/1/20,93.97620237
2018/1/21,96.77791258
2018/1/22,96.38929835
2018/1/23,96.56767293
2018/1/24,93.86426443
2018/1/25,92.88923488
2018/1/26,93.14174979
2018/1/27,91.04420955
2018/1/28,91.77383423
2018/1/29,90.71726284
2018/1/30,90.2333883
2018/1/31,89.19262447
2018/2/1,92.54141183
2018/2/2,92.56270149
2018/2/3,90.65089122
2018/2/4,92.18750525
2018/2/5,89.9826684
2018/2/6,90.4035418
2018/2/7,86.90552118
2018/2/8,84.64043992
2018/2/9,85.01600857
2018/2/10,86.3141462
2018/2/11,86.65313341
2018/2/12,86.49603425
2018/2/13,86.01839676
2018/2/14,83.51780414
2018/2/15,82.35716689
2018/2/16,81.63960739
2018/2/17,83.40648806
2018/2/18,84.0213912
2018/2/19,81.10074016
2018/2/20,81.66695953
2018/2/21,81.07882303
2018/2/22,80.02168166
2018/2/23,81.0406398
2018/2/24,82.75221734
2018/2/25,84.33490335
2018/2/26,82.96156423
2018/2/27,82.48999016
2018/2/28,83.0777535
2018/3/1,84.74021433
2018/3/2,83.97047788
2018/3/3,83.70066566
2018/3/4,81.89049652
2018/3/5,79.97228268
2018/3/6,81.31185972
2018/3/7,83.55808363
2018/3/8,83.47952211
2018/3/9,85.19675081
2018/3/10,85.85555347
2018/3/11,84.79073897
2018/3/12,85.44599435
2018/3/13,88.11709863
2018/3/14,88.09801944
2018/3/15,90.8989086
2018/3/16,86.18171864
2018/3/17,87.6414689
2018/3/18,87.8378683
2018/3/19,87.35650386
2018/3/20,87.56050013
2018/3/21,84.12362981
2018/3/22,83.7960997
2018/3/23,84.43649056
2018/3/24,86.97447254
2018/3/25,86.1164342
2018/3/26,84.76700069
2018/3/27,83.9587354
2018/3/28,85.53783485
2018/3/29,86.14301693
2018/3/30,85.27338559
2018/3/31,86.19138332
2018/4/1,86.40182398
2018/4/2,88.11887877
2018/4/3,86.92565558
2018/4/4,86.39947347
2018/4/5,85.76511445
2018/4/6,83.29762646
2018/4/7,83.8325976
2018/4/8,84.31221273
2018/4/9,84.36299137
2018/4/10,84.00936342
2018/4/11,81.6732802
2018/4/12,81.02700718
2018/4/13,80.51213805
2018/4/14,79.26053295
2018/4/15,79.04449139
2018/4/16,79.72277353
2018/4/17,82.77007434
2018/4/18,83.10045575
2018/4/19,83.57005707
2018/4/20,83.48741311
2018/4/21,80.32529192
2018/4/22,80.32285987
2018/4/23,80.45977855
2018/4/24,84.46384674
2018/4/25,84.18112772
2018/4/26,84.73091019
2018/4/27,84.71445245
2018/4/28,82.77673128
2018/4/29,84.71010238
2018/4/30,86.02638392
2018/5/1,87.43038947
2018/5/2,85.88394268
2018/5/3,88.33643477
2018/5/4,85.90391249
2018/5/5,86.95513085
2018/5/6,90.80803553
2018/5/7,89.05446639
2018/5/8,88.09036678
2018/5/9,88.30997847
2018/5/10,87.46489498
2018/5/11,84.79605514
2018/5/12,84.95473057
2018/5/13,83.19225342
2018/5/14,84.02183397
2018/5/15,82.51881068
2018/5/16,85.11804496
2018/5/17,83.82722421
2018/5/18,83.32918736
2018/5/19,84.72664653
2018/5/20,82.68326973
2018/5/21,83.10075399
2018/5/22,85.31479534
2018/5/23,82.61461067
2018/5/24,82.96098706
2018/5/25,83.43367022
2018/5/26,84.77999409
2018/5/27,82.72501061
2018/5/28,80.58167736
2018/5/29,81.46314674
2018/5/30,81.98774443
2018/5/31,82.43948518
2018/6/1,83.05192516
2018/6/2,81.96390388
2018/6/3,82.38561423
2018/6/4,82.90970615
2018/6/5,81.76662768
2018/6/6,84.85867279
2018/6/7,85.70527878
2018/6/8,83.70611145
2018/6/9,84.8471155
2018/6/10,83.23556049
2018/6/11,84.58744684
2018/6/12,86.5897934
2018/6/13,85.21183405
2018/6/14,86.8962609
2018/6/15,87.65709141
2018/6/16,89.14210801
2018/6/17,92.56836156
2018/6/18,92.16034223
2018/6/19,90.81713074
2018/6/20,89.24687634
2018/6/21,87.83532939
2018/6/22,87.74380197
2018/6/23,88.3863533
2018/6/24,88.91966029
2018/6/25,90.43517719
2018/6/26,90.50391135
2018/6/27,93.18017369
2018/6/28,92.73354838
2018/6/29,97.82493394
2018/6/30,99.09796374
2018/7/1,97.44866136
2018/7/2,95.41024488
2018/7/3,96.37860623
2018/7/4,95.99605489
2018/7/5,97.41487753
2018/7/6,98.38559268
2018/7/7,98.29147916
2018/7/8,96.67597276
2018/7/9,93.79532416
2018/7/10,93.00460153
2018/7/11,94.6440844
2018/7/12,95.09666057
2018/7/13,92.77489695
2018/7/14,93.14262125
2018/7/15,93.90698197
2018/7/16,92.29392778
2018/7/17,92.62383262
2018/7/18,92.77797483
2018/7/19,90.70351442
2018/7/20,91.3979176
2018/7/21,92.46870732
2018/7/22,94.51790864
2018/7/23,96.55723092
2018/7/24,93.94503075
2018/7/25,92.22992322
2018/7/26,93.22607144
2018/7/27,94.23064939
2018/7/28,95.24843028
2018/7/29,102.635387
2018/7/30,103.8585761
