Date,Close
2023/1/2,101.0434283
2023/1/3,100.814536
2023/1/4,102.1708717
2023/1/5,105.3341429
2023/1/6,104.8935231
2023/1/9,104.4547808
2023/1/10,107.8061348
2023/1/11,109.5147213
2023/1/12,108.5411915
2023/1/13,109.7732644
2023/1/16,108.8107336
2023/1/17,107.851611
2023/1/18,108.4274572
2023/1/19,104.3326287
2023/1/20,100.7854908
2023/1/23,99.70247505
2023/1/24,97.73269089
2023/1/25,98.39580199
2023/1/26,96.65808475
2023/1/27,93.97620237
2023/1/30,96.77791258
2023/1/31,96.38929835
2023/2/1,96.56767293
2023/2/2,93.86426443
2023/2/3,92.88923488
2023/2/6,93.14174979
2023/2/7,91.04420955
2023/2/8,91.77383423
2023/2/9,90.71726284
2023/2/10,90.2333883
2023/2/13,89.19262447
2023/2/14,92.54141183
2023/2/15,92.56270149
2023/2/16,90.65089122
2023/2/17,92.18750525
2023/2/20,89.9826684
2023/2/21,90.4035418
2023/2/22,86.90552118
2023/2/23,84.64043992
2023/2/24,85.01600857
2023/2/27,86.3141462
2023/2/28,86.65313341
2023/3/1,86.49603425
2023/3/2,86.01839676
2023/3/3,83.51780414
2023/3/6,82.35716689
2023/3/7,81.63960739
2023/3/8,83.40648806
2023/3/9,84.0213912
2023/3/10,81.10074016
2023/3/13,81.66695953
2023/3/14,81.07882303
2023/3/15,80.02168166
2023/3/16,81.0406398
2023/3/17,82.75221734
2023/3/20,84.33490335
2023/3/21,82.96156423
2023/3/22,82.48999016
2023/3/23,83.0777535
2023/3/24,84.74021433
2023/3/27,83.97047788
2023/3/28,83.70066566
2023/3/29,81.89049652
2023/3/30,79.97228268
2023/3/31,81.31185972
2023/4/3,83.55808363
2023/4/4,83.47952211
2023/4/5,85.19675081
2023/4/6,85.85555347
2023/4/7,84.79073897
2023/4/10,85.44599435
2023/4/11,88.11709863
2023/4/12,88.09801944
2023/4/13,90.8989086
2023/4/14,86.18171864
2023/4/17,87.6414689
2023/4/18,87.8378683
2023/4/19,87.35650386
2023/4/20,87.56050013
2023/4/21,84.12362981
2023/4/24,83.7960997
2023/4/25,84.43649056
2023/4/26,86.97447254
2023/4/27,86.1164342
2023/4/28,84.76700069
2023/5/1,83.9587354
2023/5/2,85.53783485
2023/5/3,86.14301693
2023/5/4,85.27338559
2023/5/5,86.19138332
2023/5/8,86.40182398
2023/5/9,88.11887877
2023/5/10,86.92565558
2023/5/11,86.39947347
2023/5/12,85.76511445
2023/5/15,83.29762646
2023/5/16,83.8325976
2023/5/17,84.31221273
2023/5/18,84.36299137
2023/5/19,84.00936342
2023/5/22,81.6732802
2023/5/23,81.02700718
2023/5/24,80.51213805
2023/5/25,79.26053295
2023/5/26,79.04449139
2023/5/29,79.72277353
2023/5/30,82.77007434
2023/5/31,83.10045575
2023/6/1,83.57005707
2023/6/2,83.48741311
2023/6/5,80.32529192
2023/6/6,80.32285987
