Date,Close
2018/1/1,101.0434283
2018/1/2,101.3842572
2018/1/3,102.2803737
2018/1/4,100.0498452
2018/1/5,102.8731165
2018/1/6,102.6702752
2018/1/7,102.7089811
2018/1/8,104.1637807
2018/1/9,104.6496342
2018/1/10,106.6445422
2018/1/11,107.2569467
2018/1/12,105.9431835
2018/1/13,106.7091601
2018/1/14,104.2682389
2018/1/15,104.4946255
2018/1/16,104.4251784
2018/1/17,103.9905256
2018/1/18,103.7231919
2018/1/19,99.8193641
2018/1/20,98.72389667
2018/1/21,98.90721688
2018/1/22,99.2234359
2018/1/23,97.18404673
2018/1/24,99.64417893
2018/1/25,97.9179933
2018/1/26,99.81653937
2018/1/27,100.6693606
2018/1/28,99.36825483
2018/1/29,102.8964457
2018/1/30,100.440026
2018/1/31,102.2864234
2018/2/1,104.3333431
2018/2/2,102.9339821
2018/2/3,105.8006221
2018/2/4,105.2715206
2018/2/5,105.8793449
2018/2/6,106.430599
2018/2/7,106.1447078
2018/2/8,107.865968
2018/2/9,109.5777765
2018/2/10,105.7457716
2018/2/11,108.5043409
2018/2/12,104.896589
2018/2/13,107.0628005
2018/2/14,109.4753646
2018/2/15,107.0866857
2018/2/16,106.2068309
2018/2/17,103.8581631
2018/2/18,103.411737
2018/2/19,102.7746498
2018/2/20,104.3772366
2018/2/21,107.1125647
2018/2/22,110.1024701
2018/2/23,108.8645484
2018/2/24,108.4090115
2018/2/25,104.7590141
2018/2/26,103.070571
2018/2/27,105.0595272
2018/2/28,108.4541745
2018/3/1,105.7767688
2018/3/2,104.5233897
2018/3/3,104.4681893
2018/3/4,105.0535479
2018/3/5,103.3525134
2018/3/6,104.2290689
2018/3/7,103.2413122
2018/3/8,103.2114708
2018/3/9,104.3391268
2018/3/10,104.3525287
2018/3/11,103.4417693
2018/3/12,103.2150046
2018/3/13,103.032597
2018/3/14,102.270133
2018/3/15,101.7407909
2018/3/16,104.9937434
2018/3/17,106.1716041
2018/3/18,105.5441717
2018/3/19,107.0153612
2018/3/20,106.3008849
2018/3/21,108.7949687
2018/3/22,109.5992729
2018/3/23,109.3640681
2018/3/24,110.343351
2018/3/25,106.8766363
2018/3/26,104.4681339
2018/3/27,101.9735916
2018/3/28,102.26512
2018/3/29,105.8086371
2018/3/30,110.5304536
2018/3/31,111.9409352
2018/4/1,113.0622352
2018/4/2,108.9896029
2018/4/3,107.8066869
2018/4/4,106.1081197
2018/4/5,104.7905803
2018/4/6,104.4381825
2018/4/7,103.4520969
2018/4/8,99.35684258
2018/4/9,100.8430426
2018/4/10,98.6794692
2018/4/11,99.15164427
2018/4/12,103.2646184
2018/4/13,101.3658204
2018/4/14,96.23612702
2018/4/15,95.68564825
2018/4/16,97.79256898
2018/4/17,101.6228055
2018/4/18,99.12379996
2018/4/19,100.1084942
2018/4/20,99.17686366
2018/4/21,98.96671115
2018/4/22,104.2007504
2018/4/23,101.0685377
2018/4/24,101.5814396
2018/4/25,102.5316186
2018/4/26,104.7581671
2018/4/27,104.9634579
2018/4/28,105.6101389
2018/4/29,104.7828977
2018/4/30,105.3468957
2018/5/1,104.6238109
2018/5/2,105.9244353
2018/5/3,105.1414199
